file,score
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation102/individual_images/track-3/segment-5/frame_03_51239.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-15/segment-0/frame_15_09937.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-30/segment-2/frame_30_21943.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation015/individual_images/track-5/segment-2/frame_05_20367.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation015/individual_images/track-0/segment-2/frame_00_23888.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-1/segment-1/frame_01_10805.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-34/segment-1/frame_34_16417.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation036/individual_images/track-0/segment-0/frame_00_04682.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-60/segment-1/frame_60_19396.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-1/segment-0/frame_01_01473.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation053/individual_images/track-37/segment-6/frame_37_60299.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation015/individual_images/track-3/segment-2/frame_03_21359.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation070/individual_images/track-2/segment-1/frame_02_12584.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-6/segment-0/frame_06_03864.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation015/individual_images/track-12/segment-0/frame_12_03682.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-4/segment-1/frame_04_11963.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-10/segment-0/frame_10_03157.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation083/individual_images/track-9/segment-5/frame_09_59754.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation083/individual_images/track-7/segment-2/frame_07_25560.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-8/segment-7/frame_08_70799.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-15/segment-0/frame_15_01504.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation053/individual_images/track-18/segment-5/frame_18_56588.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-25/segment-2/frame_25_26488.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation070/individual_images/track-18/segment-5/frame_18_56264.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-13/segment-1/frame_13_10972.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation083/individual_images/track-2/segment-1/frame_02_15742.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-2/segment-3/frame_02_35009.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-29/segment-5/frame_29_59646.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-5/segment-0/frame_05_05754.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-10/segment-0/frame_10_02784.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-17/segment-6/frame_17_68159.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-4/segment-1/frame_04_10319.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation027/individual_images/track-1/segment-1/frame_01_10042.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-3/segment-0/frame_03_02157.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-13/segment-0/frame_13_09409.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-12/segment-6/frame_12_63962.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation070/individual_images/track-19/segment-5/frame_19_55469.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-29/segment-1/frame_29_14144.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation074/individual_images/track-11/segment-2/frame_11_28093.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-15/segment-6/frame_15_64952.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation036/individual_images/track-9/segment-0/frame_09_04993.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-33/segment-3/frame_33_31090.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-16/segment-0/frame_16_05940.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-19/segment-1/frame_19_10375.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-5/segment-2/frame_05_26016.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-33/segment-1/frame_33_10488.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation053/individual_images/track-33/segment-5/frame_33_57989.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-8/segment-2/frame_08_24258.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation036/individual_images/track-4/segment-1/frame_04_11239.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-39/segment-3/frame_39_35570.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-26/segment-1/frame_26_14046.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-3/segment-0/frame_03_07494.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-17/segment-3/frame_17_34344.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation102/individual_images/track-2/segment-3/frame_02_38231.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation036/individual_images/track-0/segment-1/frame_00_10231.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-32/segment-4/frame_32_40991.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation027/individual_images/track-10/segment-1/frame_10_13810.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-24/segment-0/frame_24_04626.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-20/segment-1/frame_20_11416.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-12/segment-1/frame_12_15547.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-22/segment-0/frame_22_04297.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-59/segment-1/frame_59_19043.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation102/individual_images/track-0/segment-1/frame_00_10939.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-20/segment-1/frame_20_10847.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation027/individual_images/track-3/segment-0/frame_03_01421.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-16/segment-0/frame_16_05953.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-23/segment-0/frame_23_04903.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation015/individual_images/track-8/segment-0/frame_08_08035.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation027/individual_images/track-0/segment-1/frame_00_14380.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-11/segment-0/frame_11_09979.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-5/segment-6/frame_05_67572.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-38/segment-3/frame_38_31319.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation053/individual_images/track-4/segment-1/frame_04_15465.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation036/individual_images/track-4/segment-0/frame_04_09471.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation036/individual_images/track-0/segment-0/frame_00_00374.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-4/segment-1/frame_04_10544.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation074/individual_images/track-9/segment-4/frame_09_44944.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-16/segment-0/frame_16_05943.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-14/segment-0/frame_14_04332.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-25/segment-2/frame_25_28970.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-87/segment-3/frame_87_32219.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-9/segment-2/frame_09_28325.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-10/segment-1/frame_10_11158.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-30/segment-2/frame_30_29985.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-3/segment-2/frame_03_21877.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-17/segment-4/frame_17_49098.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation083/individual_images/track-2/segment-3/frame_02_36904.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-11/segment-1/frame_11_17967.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation015/individual_images/track-10/segment-1/frame_10_11738.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation015/individual_images/track-10/segment-0/frame_10_04046.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-2/segment-0/frame_02_00447.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-70/segment-2/frame_70_28909.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation070/individual_images/track-0/segment-5/frame_00_52630.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-18/segment-0/frame_18_02916.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation053/individual_images/track-3/segment-0/frame_03_02015.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-16/segment-2/frame_16_21629.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-2/segment-0/frame_02_00208.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation102/individual_images/track-2/segment-3/frame_02_37714.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-22/segment-1/frame_22_11381.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-39/segment-3/frame_39_33419.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-8/segment-2/frame_08_26133.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-13/segment-6/frame_13_69861.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-36/segment-3/frame_36_31518.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation053/individual_images/track-29/segment-5/frame_29_57410.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-13/segment-1/frame_13_18915.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-47/segment-1/frame_47_14431.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation036/individual_images/track-4/segment-0/frame_04_09246.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-7/segment-0/frame_07_02699.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-5/segment-0/frame_05_09720.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation102/individual_images/track-2/segment-2/frame_02_28310.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-14/segment-0/frame_14_04385.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation102/individual_images/track-4/segment-0/frame_04_04294.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation102/individual_images/track-5/segment-0/frame_05_05690.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-27/segment-7/frame_27_75409.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation053/individual_images/track-1/segment-2/frame_01_27183.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-20/segment-1/frame_20_11459.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation015/individual_images/track-1/segment-0/frame_01_01528.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-7/segment-0/frame_07_04183.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-82/segment-3/frame_82_32017.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation102/individual_images/track-2/segment-0/frame_02_02763.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation036/individual_images/track-5/segment-0/frame_05_00159.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-4/segment-0/frame_04_04633.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-54/segment-2/frame_54_21834.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation036/individual_images/track-10/segment-0/frame_10_02273.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation070/individual_images/track-18/segment-5/frame_18_56631.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-9/segment-0/frame_09_03689.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-26/segment-0/frame_26_05367.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation074/individual_images/track-11/segment-1/frame_11_14604.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation074/individual_images/track-8/segment-7/frame_08_74713.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-8/segment-6/frame_08_61560.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-74/segment-3/frame_74_32296.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-12/segment-0/frame_12_03497.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-13/segment-0/frame_13_04069.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-25/segment-1/frame_25_18471.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-2/segment-0/frame_02_00670.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-22/segment-3/frame_22_30052.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation036/individual_images/track-9/segment-2/frame_09_20224.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation074/individual_images/track-9/segment-1/frame_09_15071.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-5/segment-1/frame_05_10945.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-11/segment-0/frame_11_07817.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation053/individual_images/track-18/segment-5/frame_18_56587.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-8/segment-0/frame_08_03142.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation015/individual_images/track-15/segment-1/frame_15_16437.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-11/segment-0/frame_11_04856.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-17/segment-1/frame_17_13818.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation074/individual_images/track-7/segment-0/frame_07_06841.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation074/individual_images/track-3/segment-0/frame_03_04864.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-81/segment-3/frame_81_32488.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-20/segment-6/frame_20_68804.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-33/segment-6/frame_33_64931.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation102/individual_images/track-1/segment-4/frame_01_43839.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-6/segment-0/frame_06_00501.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-0/segment-0/frame_00_07437.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-5/segment-0/frame_05_03128.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-8/segment-2/frame_08_20727.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-29/segment-1/frame_29_14147.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-8/segment-0/frame_08_03008.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation036/individual_images/track-4/segment-1/frame_04_11581.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation053/individual_images/track-20/segment-5/frame_20_56700.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation015/individual_images/track-9/segment-0/frame_09_02413.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-8/segment-0/frame_08_02839.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-53/segment-1/frame_53_18389.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-2/segment-1/frame_02_10302.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-19/segment-2/frame_19_27848.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-15/segment-0/frame_15_01984.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation053/individual_images/track-34/segment-5/frame_34_58048.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-6/segment-0/frame_06_02377.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-52/segment-1/frame_52_15377.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-1/segment-0/frame_01_00030.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-14/segment-0/frame_14_02716.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-2/segment-0/frame_02_09077.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-23/segment-2/frame_23_29435.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation036/individual_images/track-3/segment-1/frame_03_10051.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-30/segment-1/frame_30_11571.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-29/segment-0/frame_29_09356.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-0/segment-0/frame_00_00009.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-86/segment-3/frame_86_32115.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-12/segment-0/frame_12_04426.jpg,head-up
